# Logfile created on 2026-03-29 21:52:15 +0200 by logger.rb/v1.6.4
2026-03-29 21:52:15 +0200: Memory Usage (369400K) : Starting running IHP-SG13CMOS5L KLayout DRC runset on /home/syndace/Projects/OpenROAD-flow-scripts/flow/results/ihp-sg13cmos5l/prjleisurecruise/base/6_final.gds
2026-03-29 21:52:15 +0200: Memory Usage (369400K) : Ruby Version for klayout: 3.4.8
2026-03-29 21:52:16 +0200: Memory Usage (458904K) : Loading database to memory is complete.
2026-03-29 21:52:16 +0200: Memory Usage (458904K) : IHP-SG13CMOS5L KLayout DRC runset output at: /home/syndace/Projects/OpenROAD-flow-scripts/drc_run_LeisureCruiseHarness/6_final_LeisureCruiseHarness_forbidden_cmos5l.lyrdb
2026-03-29 21:52:16 +0200: Memory Usage (458904K) : Evaluate switches.
2026-03-29 21:52:16 +0200: Memory Usage (458904K) : tables selected: forbidden_cmos5l
2026-03-29 21:52:16 +0200: Memory Usage (458904K) : KLayout will use 8 thread(s) in tiled mode.
2026-03-29 21:52:16 +0200: Memory Usage (458904K) : deep mode is enabled.
2026-03-29 21:52:27 +0200: Memory Usage (487576K) : lbe_drw has 0 polygons
2026-03-29 21:52:27 +0200: Memory Usage (487576K) : alcustop_drw has 0 polygons
2026-03-29 21:52:27 +0200: Memory Usage (487576K) : nometfiller_drw has 0 polygons
2026-03-29 21:52:27 +0200: Memory Usage (487576K) : prboundary_drw has 0 polygons
2026-03-29 21:52:27 +0200: Memory Usage (487576K) : exchange0_drw has 0 polygons
2026-03-29 21:52:27 +0200: Memory Usage (487576K) : exchange0_pin has 0 polygons
2026-03-29 21:52:27 +0200: Memory Usage (487576K) : exchange0_text has 0 polygons
2026-03-29 21:52:27 +0200: Memory Usage (487576K) : exchange1_drw has 0 polygons
2026-03-29 21:52:27 +0200: Memory Usage (487576K) : exchange1_pin has 0 polygons
2026-03-29 21:52:27 +0200: Memory Usage (487576K) : exchange1_text has 0 polygons
2026-03-29 21:52:27 +0200: Memory Usage (487576K) : exchange2_drw has 0 polygons
2026-03-29 21:52:27 +0200: Memory Usage (487576K) : exchange2_pin has 0 polygons
2026-03-29 21:52:27 +0200: Memory Usage (487576K) : exchange2_text has 0 polygons
2026-03-29 21:52:27 +0200: Memory Usage (487576K) : exchange3_drw has 0 polygons
2026-03-29 21:52:27 +0200: Memory Usage (487576K) : exchange3_pin has 0 polygons
2026-03-29 21:52:27 +0200: Memory Usage (487576K) : exchange3_text has 0 polygons
2026-03-29 21:52:27 +0200: Memory Usage (487576K) : exchange4_drw has 0 polygons
2026-03-29 21:52:27 +0200: Memory Usage (487576K) : exchange4_pin has 0 polygons
2026-03-29 21:52:27 +0200: Memory Usage (487576K) : exchange4_text has 0 polygons
2026-03-29 21:52:27 +0200: Memory Usage (487576K) : isonwell_drw has 0 polygons
2026-03-29 21:52:27 +0200: Memory Usage (487576K) : Total no. of polygons in the design is 20049144
2026-03-29 21:52:27 +0200: Memory Usage (487576K) : Loaded TECH DRC rules values from /home/syndace/Projects/IHP-Open-PDK/ihp-sg13cmos5l/libs.tech/klayout/python/sg13cmos5l_pycell_lib/sg13cmos5l_tech_mod.json
2026-03-29 21:52:27 +0200: Memory Usage (487576K) : Loaded default DRC rules values from /home/syndace/Projects/IHP-Open-PDK/ihp-sg13cmos5l/libs.tech/klayout/tech/drc/rule_decks/sg13cmos5l_tech_default.json
2026-03-29 21:52:27 +0200: Memory Usage (497908K) : Total area of the design is 3240000.0 um^2.
2026-03-29 21:52:27 +0200: Memory Usage (497908K) : The design dimensions are 1800.0 um * 1800.0 um.
2026-03-29 21:52:27 +0200: Memory Usage (497908K) : Starting general IHP-SG13CMOS5L derivations.
2026-03-29 21:52:27 +0200: Memory Usage (497908K) : Starting Pwell derivations
2026-03-29 21:52:29 +0200: Memory Usage (567456K) : Starting IHP-SG13CMOS5L DRC rules.
2026-03-29 21:52:29 +0200: Memory Usage (567456K) : Starting 3.2. CMOS5L FORBIDDEN layers check
2026-03-29 21:52:29 +0200: Memory Usage (567456K) : Executing rule CMOS5L.FORB.Metal5
2026-03-29 21:52:29 +0200: Memory Usage (567456K) : Executing rule CMOS5L.FORB.Metal5.filler
2026-03-29 21:52:29 +0200: Memory Usage (567456K) : Executing rule CMOS5L.FORB.Via4
2026-03-29 21:52:29 +0200: Memory Usage (567456K) : Executing rule CMOS5L.FORB.TopMetal2
2026-03-29 21:52:29 +0200: Memory Usage (567456K) : Executing rule CMOS5L.FORB.TopMetal2.filler
2026-03-29 21:52:29 +0200: Memory Usage (567456K) : Executing rule CMOS5L.FORB.TopVia2
2026-03-29 21:52:29 +0200: Memory Usage (567456K) : Executing rule CMOS5L.FORB.TRANS
2026-03-29 21:52:29 +0200: Memory Usage (567456K) : Executing rule CMOS5L.FORB.nBuLay
2026-03-29 21:52:29 +0200: Memory Usage (567456K) : Executing rule CMOS5L.FORB.MIM
2026-03-29 21:52:29 +0200: Memory Usage (567456K) : Executing rule CMOS5L.FORB.Vmim
2026-03-29 21:52:29 +0200: Memory Usage (567456K) : KLayout DRC run for tables 'forbidden_cmos5l' completed in 14.54 seconds
